Code;Description
F556;Schaedlicher Gebrauch von nichtabhaengigkeitserzeugenden Substanzen: Pflanzen oder Naturheilmittel
F558;Schaedlicher Gebrauch von nichtabhaengigkeitserzeugenden Substanzen: Sonstige Substanzen
F559;Schaedlicher Gebrauch von nichtabhaengigkeitserzeugenden Substanzen: Nicht naeher bezeichnete Substanz
F59;Nicht naeher bezeichnete Verhaltensauffaelligkeiten bei koerperlichen Stoerungen und Faktoren
F60;Spezifische Persoenlichkeitsstoerungen
F600;Paranoide Persoenlichkeitsstoerung
F601;Schizoide Persoenlichkeitsstoerung
F602;Dissoziale Persoenlichkeitsstoerung
F603;Emotional instabile Persoenlichkeitsstoerung
F6030;Emotional instabile Persoenlichkeitsstoerung: Impulsiver Typ
F6031;Emotional instabile Persoenlichkeitsstoerung: Borderline-Typ
F604;Histrionische Persoenlichkeitsstoerung
F605;Anankastische [zwanghafte] Persoenlichkeitsstoerung
F606;aengstliche (vermeidende) Persoenlichkeitsstoerung
F607;Abhaengige (asthenische) Persoenlichkeitsstoerung
F608;Sonstige spezifische Persoenlichkeitsstoerungen
F609;Persoenlichkeitsstoerung, nicht naeher bezeichnet
F61;Kombinierte und andere Persoenlichkeitsstoerungen
F62;Andauernde Persoenlichkeitsaenderungen, nicht Folge einer Schaedigung oder Krankheit des Gehirns
F620;Andauernde Persoenlichkeitsaenderung nach Extrembelastung
F621;Andauernde Persoenlichkeitsaenderung nach psychischer Krankheit
F628;Sonstige andauernde Persoenlichkeitsaenderungen
F6280;Andauernde Persoenlichkeitsaenderung bei chronischem Schmerzsyndrom
F6288;Sonstige andauernde Persoenlichkeitsaenderungen
F629;Andauernde Persoenlichkeitsaenderung, nicht naeher bezeichnet
F63;Abnorme Gewohnheiten und Stoerungen der Impulskontrolle
F630;Pathologisches Spielen
F631;Pathologische Brandstiftung [Pyromanie]
F632;Pathologisches Stehlen [Kleptomanie]
F633;Trichotillomanie
F638;Sonstige abnorme Gewohnheiten und Stoerungen der Impulskontrolle
F639;Abnorme Gewohnheit und Stoerung der Impulskontrolle, nicht naeher bezeichnet
F64;Stoerungen der Geschlechtsidentitaet
F640;Transsexualismus
F641;Transvestitismus unter Beibehaltung beider Geschlechtsrollen
F642;Stoerung der Geschlechtsidentitaet des Kindesalters
F648;Sonstige Stoerungen der Geschlechtsidentitaet
F649;Stoerung der Geschlechtsidentitaet, nicht naeher bezeichnet
F65;Stoerungen der Sexualpraeferenz
F650;Fetischismus
F651;Fetischistischer Transvestitismus
F652;Exhibitionismus
F653;Voyeurismus
F654;Paedophilie
F655;Sadomasochismus
F656;Multiple Stoerungen der Sexualpraeferenz
F658;Sonstige Stoerungen der Sexualpraeferenz
F659;Stoerung der Sexualpraeferenz, nicht naeher bezeichnet
F66;Psychische und Verhaltensstoerungen in Verbindung mit der sexuellen Entwicklung und Orientierung
F660;Sexuelle Reifungskrise
F661;Ichdystone Sexualorientierung
F662;Sexuelle Beziehungsstoerung
F668;Sonstige psychische und Verhaltensstoerungen in Verbindung mit der sexuellen Entwicklung und Orientierung
F669;Psychische und Verhaltensstoerung in Verbindung mit der sexuellen Entwicklung und Orientierung, nicht naeher bezeichnet
F68;Andere Persoenlichkeits- und Verhaltensstoerungen
F680;Entwicklung koerperlicher Symptome aus psychischen Gruenden
F681;Artifizielle Stoerung [absichtliches Erzeugen oder Vortaeuschen von koerperlichen oder psychischen Symptomen oder Behinderungen]
F688;Sonstige naeher bezeichnete Persoenlichkeits- und Verhaltensstoerungen
F69;Nicht naeher bezeichnete Persoenlichkeits- und Verhaltensstoerung
F70;Leichte Intelligenzminderung
F700;Leichte Intelligenzminderung: Keine oder geringfuegige Verhaltensstoerung
F701;Leichte Intelligenzminderung: Deutliche Verhaltensstoerung, die Beobachtung oder Behandlung erfordert
F708;Leichte Intelligenzminderung: Sonstige Verhaltensstoerung
F709;Leichte Intelligenzminderung: Ohne Angabe einer Verhaltensstoerung
F71;Mittelgradige Intelligenzminderung
F710;Mittelgradige Intelligenzminderung: Keine oder geringfuegige Verhaltensstoerung
F711;Mittelgradige Intelligenzminderung: Deutliche Verhaltensstoerung, die Beobachtung oder Behandlung erfordert
F718;Mittelgradige Intelligenzminderung: Sonstige Verhaltensstoerung
F719;Mittelgradige Intelligenzminderung: Ohne Angabe einer Verhaltensstoerung
F72;Schwere Intelligenzminderung
F720;Schwere Intelligenzminderung: Keine oder geringfuegige Verhaltensstoerung
F721;Schwere Intelligenzminderung: Deutliche Verhaltensstoerung, die Beobachtung oder Behandlung erfordert
F728;Schwere Intelligenzminderung: Sonstige Verhaltensstoerung
F729;Schwere Intelligenzminderung: Ohne Angabe einer Verhaltensstoerung
F73;Schwerste Intelligenzminderung
F730;Schwerste Intelligenzminderung: Keine oder geringfuegige Verhaltensstoerung
F731;Schwerste Intelligenzminderung: Deutliche Verhaltensstoerung, die Beobachtung oder Behandlung erfordert
F738;Schwerste Intelligenzminderung: Sonstige Verhaltensstoerung
F739;Schwerste Intelligenzminderung: Ohne Angabe einer Verhaltensstoerung
F74;Dissoziierte Intelligenz
F740;Dissoziierte Intelligenz: Keine oder geringfuegige Verhaltensstoerung
F741;Dissoziierte Intelligenz: Deutliche Verhaltensstoerung, die Beobachtung oder Behandlung erfordert
F748;Dissoziierte Intelligenz: Sonstige Verhaltensstoerung
F749;Dissoziierte Intelligenz: Ohne Angabe einer Verhaltensstoerung
F78;Andere Intelligenzminderung
F780;Andere Intelligenzminderung: Keine oder geringfuegige Verhaltensstoerung
F781;Andere Intelligenzminderung: Deutliche Verhaltensstoerung, die Beobachtung oder Behandlung erfordert
F788;Andere Intelligenzminderung: Sonstige Verhaltensstoerung
F789;Andere Intelligenzminderung: Ohne Angabe einer Verhaltensstoerung
F79;Nicht naeher bezeichnete Intelligenzminderung
F790;Nicht naeher bezeichnete Intelligenzminderung: Keine oder geringfuegige Verhaltensstoerung
F791;Nicht naeher bezeichnete Intelligenzminderung: Deutliche Verhaltensstoerung, die Beobachtung oder Behandlung erfordert
F798;Nicht naeher bezeichnete Intelligenzminderung: Sonstige Verhaltensstoerung
F799;Nicht naeher bezeichnete Intelligenzminderung: Ohne Angabe einer Verhaltensstoerung
F80;Umschriebene Entwicklungsstoerungen des Sprechens und der Sprache
F800;Artikulationsstoerung
F801;Expressive Sprachstoerung
F802;Rezeptive Sprachstoerung
F8020;Auditive Verarbeitungs- und Wahrnehmungsstoerung [AVWS]
F8028;Sonstige rezeptive Sprachstoerung
F803;Erworbene Aphasie mit Epilepsie [Landau-Kleffner-Syndrom]
F808;Sonstige Entwicklungsstoerungen des Sprechens oder der Sprache
F809;Entwicklungsstoerung des Sprechens oder der Sprache, nicht naeher bezeichnet
F81;Umschriebene Entwicklungsstoerungen schulischer Fertigkeiten
F810;Lese- und Rechtschreibstoerung
F811;Isolierte Rechtschreibstoerung
F812;Rechenstoerung
F813;Kombinierte Stoerungen schulischer Fertigkeiten
F818;Sonstige Entwicklungsstoerungen schulischer Fertigkeiten
F819;Entwicklungsstoerung schulischer Fertigkeiten, nicht naeher bezeichnet
F82;Umschriebene Entwicklungsstoerung der motorischen Funktionen
F820;Umschriebene Entwicklungsstoerung der Grobmotorik
F821;Umschriebene Entwicklungsstoerung der Fein- und Graphomotorik
F822;Umschriebene Entwicklungsstoerung der Mundmotorik
F829;Umschriebene Entwicklungsstoerung der motorischen Funktionen, nicht naeher bezeichnet
F83;Kombinierte umschriebene Entwicklungsstoerungen
F84;Tief greifende Entwicklungsstoerungen
F840;Fruehkindlicher Autismus
F841;Atypischer Autismus
F842;Rett-Syndrom
F843;Andere desintegrative Stoerung des Kindesalters
F844;ueberaktive Stoerung mit Intelligenzminderung und Bewegungsstereotypien
F845;Asperger-Syndrom
F848;Sonstige tief greifende Entwicklungsstoerungen
F849;Tief greifende Entwicklungsstoerung, nicht naeher bezeichnet
F88;Andere Entwicklungsstoerungen
F89;Nicht naeher bezeichnete Entwicklungsstoerung
F90;Hyperkinetische Stoerungen
F900;Einfache Aktivitaets- und Aufmerksamkeitsstoerung
F901;Hyperkinetische Stoerung des Sozialverhaltens
F908;Sonstige hyperkinetische Stoerungen
F909;Hyperkinetische Stoerung, nicht naeher bezeichnet
F91;Stoerungen des Sozialverhaltens
F910;Auf den familiaeren Rahmen beschraenkte Stoerung des Sozialverhaltens
F911;Stoerung des Sozialverhaltens bei fehlenden sozialen Bindungen
F912;Stoerung des Sozialverhaltens bei vorhandenen sozialen Bindungen
F913;Stoerung des Sozialverhaltens mit oppositionellem, aufsaessigem Verhalten
F918;Sonstige Stoerungen des Sozialverhaltens
F919;Stoerung des Sozialverhaltens, nicht naeher bezeichnet
F92;Kombinierte Stoerung des Sozialverhaltens und der Emotionen
F920;Stoerung des Sozialverhaltens mit depressiver Stoerung
F928;Sonstige kombinierte Stoerung des Sozialverhaltens und der Emotionen
F929;Kombinierte Stoerung des Sozialverhaltens und der Emotionen, nicht naeher bezeichnet
F93;Emotionale Stoerungen des Kindesalters
F930;Emotionale Stoerung mit Trennungsangst des Kindesalters
F931;Phobische Stoerung des Kindesalters
F932;Stoerung mit sozialer aengstlichkeit des Kindesalters
F933;Emotionale Stoerung mit Geschwisterrivalitaet
F938;Sonstige emotionale Stoerungen des Kindesalters
F939;Emotionale Stoerung des Kindesalters, nicht naeher bezeichnet
F94;Stoerungen sozialer Funktionen mit Beginn in der Kindheit und Jugend
F940;Elektiver Mutismus
F941;Reaktive Bindungsstoerung des Kindesalters
F942;Bindungsstoerung des Kindesalters mit Enthemmung
F948;Sonstige Stoerungen sozialer Funktionen mit Beginn in der Kindheit
F949;Stoerung sozialer Funktionen mit Beginn in der Kindheit, nicht naeher bezeichnet
F95;Ticstoerungen
F950;Voruebergehende Ticstoerung
F951;Chronische motorische oder vokale Ticstoerung
F952;Kombinierte vokale und multiple motorische Tics [Tourette-Syndrom]
F958;Sonstige Ticstoerungen
F959;Ticstoerung, nicht naeher bezeichnet
F98;Andere Verhaltens- und emotionale Stoerungen mit Beginn in der Kindheit und Jugend
F980;Nichtorganische Enuresis
F9800;Enuresis nocturna
F9801;Enuresis diurna
F9802;Enuresis nocturna et diurna
F9808;Sonstige und nicht naeher bezeichnete nichtorganische Enuresis
F981;Nichtorganische Enkopresis
F982;Fuetterstoerung im fruehen Kindesalter
F983;Pica im Kindesalter
F984;Stereotype Bewegungsstoerungen
F9840;Stereotype Bewegungsstoerungen: Ohne Selbstverletzung
F9841;Stereotype Bewegungsstoerungen: Mit Selbstverletzung
F9849;Stereotype Bewegungsstoerungen: Ohne Angabe einer Selbstverletzung
F985;Stottern [Stammeln]
F986;Poltern
F988;Sonstige naeher bezeichnete Verhaltens- und emotionale Stoerungen mit Beginn in der Kindheit und Jugend
F9880;Aufmerksamkeitsstoerung ohne Hyperaktivitaet mit Beginn in der Kindheit und Jugend
F9888;Sonstige naeher bezeichnete Verhaltens- und emotionale Stoerungen mit Beginn in der Kindheit und Jugend
F989;Nicht naeher bezeichnete Verhaltens- oder emotionale Stoerungen mit Beginn in der Kindheit und Jugend
F99;Psychische Stoerung ohne naehere Angabe
G00;Bakterielle Meningitis, anderenorts nicht klassifiziert
G000;Meningitis durch Haemophilus influenzae
G001;Pneumokokkenmeningitis
G002;Streptokokkenmeningitis
G003;Staphylokokkenmeningitis
G008;Sonstige bakterielle Meningitis
G009;Bakterielle Meningitis, nicht naeher bezeichnet
G01;Meningitis bei anderenorts klassifizierten bakteriellen Krankheiten
G02;Meningitis bei sonstigen anderenorts klassifizierten infektioesen und parasitaeren Krankheiten
G020;Meningitis bei anderenorts klassifizierten Viruskrankheiten
G021;Meningitis bei anderenorts klassifizierten Mykosen
G028;Meningitis bei sonstigen naeher bezeichneten anderenorts klassifizierten infektioesen und parasitaeren Krankheiten
G03;Meningitis durch sonstige und nicht naeher bezeichnete Ursachen
G030;Nichteitrige Meningitis
G031;Chronische Meningitis
G032;Benigne rezidivierende Meningitis [Mollaret-Meningitis]
G038;Meningitis durch sonstige naeher bezeichnete Ursachen
G039;Meningitis, nicht naeher bezeichnet
G04;Enzephalitis, Myelitis und Enzephalomyelitis
G040;Akute disseminierte Enzephalitis
G041;Humane T-Zell-lymphotrope Virus-assoziierte Myelopathie
G042;Bakterielle Meningoenzephalitis und Meningomyelitis, anderenorts nicht klassifiziert
G048;Sonstige Enzephalitis, Myelitis und Enzephalomyelitis
G049;Enzephalitis, Myelitis und Enzephalomyelitis, nicht naeher bezeichnet
G05;Enzephalitis, Myelitis und Enzephalomyelitis bei anderenorts klassifizierten Krankheiten
G050;Enzephalitis, Myelitis und Enzephalomyelitis bei anderenorts klassifizierten bakteriellen Krankheiten
G051;Enzephalitis, Myelitis und Enzephalomyelitis bei anderenorts klassifizierten Viruskrankheiten
G052;Enzephalitis, Myelitis und Enzephalomyelitis bei sonstigen anderenorts klassifizierten infektioesen und parasitaeren Krankheiten
G058;Enzephalitis, Myelitis und Enzephalomyelitis bei sonstigen anderenorts klassifizierten Krankheiten
G06;Intrakranielle und intraspinale Abszesse und Granulome
G060;Intrakranieller Abszess und intrakranielles Granulom
G061;Intraspinaler Abszess und intraspinales Granulom
G062;Extraduraler und subduraler Abszess, nicht naeher bezeichnet
G07;Intrakranielle und intraspinale Abszesse und Granulome bei anderenorts klassifizierten Krankheiten
G08;Intrakranielle und intraspinale Phlebitis und Thrombophlebitis
G09;Folgen entzuendlicher Krankheiten des Zentralnervensystems
G10;Chorea Huntington
G11;Hereditaere Ataxie
G110;Angeborene nichtprogressive Ataxie
G111;Frueh beginnende zerebellare Ataxie
G112;Spaet beginnende zerebellare Ataxie
G113;Zerebellare Ataxie mit defektem DNA-Reparatursystem
G114;Hereditaere spastische Paraplegie
G118;Sonstige hereditaere Ataxien
G119;Hereditaere Ataxie, nicht naeher bezeichnet
G12;Spinale Muskelatrophie und verwandte Syndrome
G120;Infantile spinale Muskelatrophie, Typ I [Typ Werdnig-Hoffmann]
G121;Sonstige vererbte spinale Muskelatrophie
G122;Motoneuron-Krankheit
G128;Sonstige spinale Muskelatrophien und verwandte Syndrome
G129;Spinale Muskelatrophie, nicht naeher bezeichnet
G13;Systematrophien, vorwiegend das Zentralnervensystem betreffend, bei anderenorts klassifizierten Krankheiten
G130;Paraneoplastische Neuromyopathie und Neuropathie
G131;Sonstige Systematrophien, vorwiegend das Zentralnervensystem betreffend, bei Neubildungen
G132;Systematrophie, vorwiegend das Zentralnervensystem betreffend, bei Myxoedem
G138;Systematrophien, vorwiegend das Zentralnervensystem betreffend, bei sonstigen anderenorts klassifizierten Krankheiten
G14;Postpolio-Syndrom
G20;Primaeres Parkinson-Syndrom
G200;Primaeres Parkinson-Syndrom mit fehlender oder geringer Beeintraechtigung
G2000;Primaeres Parkinson-Syndrom mit fehlender oder geringer Beeintraechtigung: Ohne Wirkungsfluktuation
G2001;Primaeres Parkinson-Syndrom mit fehlender oder geringer Beeintraechtigung: Mit Wirkungsfluktuation
G201;Primaeres Parkinson-Syndrom mit mae�iger bis schwerer Beeintraechtigung
G2010;Primaeres Parkinson-Syndrom mit mae�iger bis schwerer Beeintraechtigung: Ohne Wirkungsfluktuation
G2011;Primaeres Parkinson-Syndrom mit mae�iger bis schwerer Beeintraechtigung: Mit Wirkungsfluktuation
G202;Primaeres Parkinson-Syndrom mit schwerster Beeintraechtigung
G2020;Primaeres Parkinson-Syndrom mit schwerster Beeintraechtigung: Ohne Wirkungsfluktuation
G2021;Primaeres Parkinson-Syndrom mit schwerster Beeintraechtigung: Mit Wirkungsfluktuation
G209;Primaeres Parkinson-Syndrom, nicht naeher bezeichnet
G2090;Primaeres Parkinson-Syndrom, nicht naeher bezeichnet: Ohne Wirkungsfluktuation
G2091;Primaeres Parkinson-Syndrom, nicht naeher bezeichnet: Mit Wirkungsfluktuation
G21;Sekundaeres Parkinson-Syndrom
G210;Malignes Neuroleptika-Syndrom
G211;Sonstiges arzneimittelinduziertes Parkinson-Syndrom
G212;Parkinson-Syndrom durch sonstige exogene Agenzien
G213;Postenzephalitisches Parkinson-Syndrom
G214;Vaskulaeres Parkinson-Syndrom
G218;Sonstiges sekundaeres Parkinson-Syndrom
G219;Sekundaeres Parkinson-Syndrom, nicht naeher bezeichnet
G22;Parkinson-Syndrom bei anderenorts klassifizierten Krankheiten
G23;Sonstige degenerative Krankheiten der Basalganglien
G230;Hallervorden-Spatz-Syndrom
G231;Progressive supranukleaere Ophthalmoplegie [Steele-Richardson-Olszewski-Syndrom]
G232;Multiple Systematrophie vom Parkinson-Typ [MSA-P]
G233;Multiple Systematrophie vom zerebellaeren Typ [MSA-C]
G238;Sonstige naeher bezeichnete degenerative Krankheiten der Basalganglien
G239;Degenerative Krankheit der Basalganglien, nicht naeher bezeichnet
G24;Dystonie
G240;Arzneimittelinduzierte Dystonie
G241;Idiopathische familiaere Dystonie
G242;Idiopathische nichtfamiliaere Dystonie
G243;Torticollis spasticus
G244;Idiopathische orofaziale Dystonie
G245;Blepharospasmus
G248;Sonstige Dystonie
G249;Dystonie, nicht naeher bezeichnet
G25;Sonstige extrapyramidale Krankheiten und Bewegungsstoerungen
G250;Essentieller Tremor
G251;Arzneimittelinduzierter Tremor
G252;Sonstige naeher bezeichnete Tremorformen
G253;Myoklonus
G254;Arzneimittelinduzierte Chorea
G255;Sonstige Chorea
G256;Arzneimittelinduzierte Tics und sonstige Tics organischen Ursprungs
G258;Sonstige naeher bezeichnete extrapyramidale Krankheiten und Bewegungsstoerungen
